1	KNY	A	kny
2	NY	E	nye
3	NY	F	nyf
4	9	A	9.a
5	9	B	9.b
6	9	C	9.c
7	9	D	9.d
8	9	E	9.e
9	9	F	9.f
10	10	A	10.a
11	10	B	10.b
12	10	D	10.d
13	10	E	10.e
14	10	F	10.f
15	11	A	11.a
16	11	B	11.b
17	11	D	11.d
18	11	E	11.e
19	11	F	11.f
20	12	A	12.a
21	12	B	12.b
22	12	C	12.c
23	12	D	12.d
24	12	E	12.e
25	12	F	12.f
